      Sub      image     Region    pcs_Peak pcs_ContrastSum   pcs_bmean       Voxel      Mean       Std       RMS    Trimmean      90ile      %Vox>1%      AbsMax
      S08       con_0009       total   0.1800    5.0000  157.2655    57.7840    0.0217    0.1321    0.1339    0.0170    0.1420    0.0502    1.9933
      S08       con_0009       inner      NaN       NaN       NaN    43.2270    0.0128    0.1154    0.1161    0.0101    0.1269    0.0093    1.2565
      S08       con_0009       outer      NaN       NaN       NaN    14.5570    0.0479    0.1698    0.1765    0.0403    0.1837    0.1717    1.9933
      S08       con_0010       total   0.1800    5.0000  157.2655    57.7840   -0.0058    0.1669    0.1670    0.0000    0.1562    0.0277    3.4237
      S08       con_0010       inner      NaN       NaN       NaN    43.2270    0.0050    0.1409    0.1410    0.0081    0.1486    0.0000    1.3156
      S08       con_0010       outer      NaN       NaN       NaN    14.5570   -0.0379    0.2241    0.2272   -0.0276    0.1818    0.1099    3.4237
      S08       con_0011       total   0.1800    5.0000  157.2655    57.7840    0.0236    0.1831    0.1847    0.0237    0.1993    0.0606    2.9507
      S08       con_0011       inner      NaN       NaN       NaN    43.2270    0.0336    0.1653    0.1687    0.0315    0.1932    0.0393    1.4116
      S08       con_0011       outer      NaN       NaN       NaN    14.5570   -0.0060    0.2255    0.2256   -0.0028    0.2201    0.1237    2.9507
      S08       con_0012       total   0.1800    5.0000  157.2655    57.7840    0.0236    0.1831    0.1847    0.0237    0.1993    0.0606    2.9507
      S08       con_0012       inner      NaN       NaN       NaN    43.2270    0.0336    0.1653    0.1687    0.0315    0.1932    0.0393    1.4116
      S08       con_0012       outer      NaN       NaN       NaN    14.5570   -0.0060    0.2255    0.2256   -0.0028    0.2201    0.1237    2.9507
      S08       con_0013       total   0.1800    5.0000  157.2655    57.7840   -0.0172    0.1795    0.1803   -0.0103    0.1672    0.0277    3.3101
      S08       con_0013       inner      NaN       NaN       NaN    43.2270   -0.0049    0.1532    0.1532   -0.0009    0.1604    0.0000    1.6035
      S08       con_0013       outer      NaN       NaN       NaN    14.5570   -0.0537    0.2376    0.2435   -0.0422    0.1898    0.1099    3.3101
      S08       con_0014       total   0.1800    5.0000  157.2655    57.7840   -0.0221    0.2966    0.2974   -0.0127    0.2638    0.3288    5.3999
      S08       con_0014       inner      NaN       NaN       NaN    43.2270   -0.0069    0.2551    0.2552   -0.0035    0.2502    0.3216    2.5849
      S08       con_0014       outer      NaN       NaN       NaN    14.5570   -0.0672    0.3914    0.3971   -0.0450    0.3091    0.3503    5.3999
      S08       con_0015       total   0.1800    5.0000  157.2655    57.7840    0.0340    0.2563    0.2586    0.0247    0.2428    0.6317    6.0228
      S08       con_0015       inner      NaN       NaN       NaN    43.2270    0.0248    0.2067    0.2082    0.0209    0.2071    0.3216    2.2963
      S08       con_0015       outer      NaN       NaN       NaN    14.5570    0.0614    0.3647    0.3698    0.0407    0.3558    1.5525    6.0228
      S08       con_0016       total   0.1800    5.0000  157.2655    57.7840    0.0236    0.1831    0.1847    0.0237    0.1993    0.0606    2.9507
      S08       con_0016       inner      NaN       NaN       NaN    43.2270    0.0336    0.1653    0.1687    0.0315    0.1932    0.0393    1.4116
      S08       con_0016       outer      NaN       NaN       NaN    14.5570   -0.0060    0.2255    0.2256   -0.0028    0.2201    0.1237    2.9507
      S08       con_0017       total   0.1800    5.0000  157.2655    57.7840    0.0851    0.3909    0.4000    0.0718    0.4383    2.4280    4.9539
      S08       con_0017       inner      NaN       NaN       NaN    43.2270    0.0690    0.3447    0.3515    0.0603    0.3860    1.6147    2.8895
      S08       con_0017       outer      NaN       NaN       NaN    14.5570    0.1330    0.5006    0.5180    0.1121    0.5759    4.8430    4.9539
      S08       con_0018       total   0.1800    5.0000  157.2655    57.7840   -0.0172    0.1795    0.1803   -0.0103    0.1672    0.0277    3.3101
      S08       con_0018       inner      NaN       NaN       NaN    43.2270   -0.0049    0.1532    0.1532   -0.0009    0.1604    0.0000    1.6035
      S08       con_0018       outer      NaN       NaN       NaN    14.5570   -0.0537    0.2376    0.2435   -0.0422    0.1898    0.1099    3.3101
      S08          ResMS       total   0.1800    5.0000  157.2655    57.7840    0.4440    0.2557    0.5123    0.4164    0.3083    3.0199    7.2728
      S08          ResMS       inner      NaN       NaN       NaN    43.2270    0.4044    0.1991    0.4507    0.3829    0.2701    1.7096    2.4351
      S08          ResMS       outer      NaN       NaN       NaN    14.5570    0.5617    0.3510    0.6623    0.5247    0.3722    6.9108    7.2728
      S09       con_0001       total   0.1800    5.0000  169.8199    56.9640   -0.0323    0.0925    0.0980   -0.0294    0.0928    0.0000    1.0538
      S09       con_0001       inner      NaN       NaN       NaN    44.6950   -0.0335    0.0857    0.0920   -0.0305    0.0874    0.0000    1.0538
      S09       con_0001       outer      NaN       NaN       NaN    12.2690   -0.0283    0.1136    0.1171   -0.0248    0.1154    0.0000    0.9211
      S09       con_0002       total   0.1800    5.0000  169.8199    56.9640   -0.0547    0.1073    0.1204   -0.0492    0.1013    0.0000    0.9845
      S09       con_0002       inner      NaN       NaN       NaN    44.6950   -0.0554    0.0978    0.1124   -0.0501    0.0954    0.0000    0.9294
      S09       con_0002       outer      NaN       NaN       NaN    12.2690   -0.0521    0.1362    0.1459   -0.0456    0.1294    0.0000    0.9845
      S09       con_0003       total   0.1800    5.0000  169.8199    56.9640    0.0562    0.1003    0.1150    0.0504    0.1243    0.0018    1.0112
      S09       con_0003       inner      NaN       NaN       NaN    44.6950    0.0541    0.0917    0.1065    0.0489    0.1172    0.0022    1.0112
      S09       con_0003       outer      NaN       NaN       NaN    12.2690    0.0639    0.1264    0.1416    0.0569    0.1575    0.0000    0.9670
      S09       con_0004       total   0.1800    5.0000  169.8199    56.9640   -0.0570    0.2347    0.2415   -0.0597    0.2769    0.1088    1.8971
      S09       con_0004       inner      NaN       NaN       NaN    44.6950   -0.0701    0.2237    0.2344   -0.0738    0.2557    0.0716    1.6893
      S09       con_0004       outer      NaN       NaN       NaN    12.2690   -0.0092    0.2657    0.2659   -0.0072    0.3073    0.2445    1.8971
      S09       con_0005       total   0.1800    5.0000  169.8199    56.9640   -0.0093    0.1676    0.1678   -0.0104    0.1869    0.0211    1.5312
      S09       con_0005       inner      NaN       NaN       NaN    44.6950   -0.0107    0.1562    0.1566   -0.0140    0.1779    0.0134    1.4548
      S09       con_0005       outer      NaN       NaN       NaN    12.2690   -0.0041    0.2035    0.2036    0.0018    0.2122    0.0489    1.5312
      S09       con_0006       total   0.1800    5.0000  169.8199    56.9640    0.0195    0.1572    0.1584    0.0211    0.1706    0.0281    1.7069
      S09       con_0006       inner      NaN       NaN       NaN    44.6950    0.0236    0.1476    0.1495    0.0263    0.1603    0.0112    1.5542
      S09       con_0006       outer      NaN       NaN       NaN    12.2690    0.0048    0.1873    0.1873    0.0022    0.2099    0.0897    1.7069
      S09       con_0007       total   0.1800    5.0000  169.8199    56.9640   -0.0096    0.1066    0.1070   -0.0070    0.1142    0.0000    0.6968
      S09       con_0007       inner      NaN       NaN       NaN    44.6950   -0.0054    0.1006    0.1007   -0.0025    0.1088    0.0000    0.6968
      S09       con_0007       outer      NaN       NaN       NaN    12.2690   -0.0246    0.1250    0.1274   -0.0235    0.1362    0.0000    0.6568
      S09       con_0008       total   0.1800    5.0000  169.8199    56.9640   -0.0510    0.1096    0.1209   -0.0466    0.1121    0.0000    0.8330
      S09       con_0008       inner      NaN       NaN       NaN    44.6950   -0.0511    0.1019    0.1140   -0.0466    0.1069    0.0000    0.8330
      S09       con_0008       outer      NaN       NaN       NaN    12.2690   -0.0504    0.1340    0.1432   -0.0463    0.1384    0.0000    0.8259
      S09       con_0009       total   0.1800    5.0000  169.8199    56.9640   -0.0303    0.0945    0.0992   -0.0267    0.0954    0.0000    0.7131
      S09       con_0009       inner      NaN       NaN       NaN    44.6950   -0.0283    0.0878    0.0922   -0.0245    0.0903    0.0000    0.7131
      S09       con_0009       outer      NaN       NaN       NaN    12.2690   -0.0375    0.1153    0.1213   -0.0350    0.1185    0.0000    0.6873
      S09       con_0010       total   0.1800    5.0000  169.8199    56.9640    0.0484    0.1132    0.1231    0.0426    0.1457    0.0000    0.9401
      S09       con_0010       inner      NaN       NaN       NaN    44.6950    0.0446    0.1053    0.1144    0.0392    0.1374    0.0000    0.9401
      S09       con_0010       outer      NaN       NaN       NaN    12.2690    0.0619    0.1374    0.1507    0.0558    0.1756    0.0000    0.9103
      S09       con_0011       total   0.1800    5.0000  169.8199    56.9640    0.0997    0.1757    0.2020    0.0899    0.2126    0.2370    1.6617
      S09       con_0011       inner      NaN       NaN       NaN    44.6950    0.0985    0.1601    0.1880    0.0893    0.2006    0.1544    1.6015
      S09       con_0011       outer      NaN       NaN       NaN    12.2690    0.1040    0.2236    0.2467    0.0924    0.2732    0.5379    1.6617
      S09       con_0012       total   0.1800    5.0000  169.8199    56.9640    0.0997    0.1757    0.2020    0.0899    0.2126    0.2370    1.6617
      S09       con_0012       inner      NaN       NaN       NaN    44.6950    0.0985    0.1601    0.1880    0.0893    0.2006    0.1544    1.6015
      S09       con_0012       outer      NaN       NaN       NaN    12.2690    0.1040    0.2236    0.2467    0.0924    0.2732    0.5379    1.6617
      S09       con_0013       total   0.1800    5.0000  169.8199    56.9640    0.0562    0.1381    0.1491    0.0494    0.1745    0.0088    1.1120
      S09       con_0013       inner      NaN       NaN       NaN    44.6950    0.0521    0.1283    0.1385    0.0455    0.1661    0.0045    1.0467
      S09       con_0013       outer      NaN       NaN       NaN    12.2690    0.0711    0.1684    0.1828    0.0648    0.2068    0.0245    1.1120
      S09       con_0014       total   0.1800    5.0000  169.8199    56.9640   -0.1134    0.2158    0.2438   -0.0970    0.1750    0.0000    2.8313
      S09       con_0014       inner      NaN       NaN       NaN    44.6950   -0.1027    0.1873    0.2136   -0.0877    0.1575    0.0000    2.3648
      S09       con_0014       outer      NaN       NaN       NaN    12.2690   -0.1524    0.2940    0.3311   -0.1340    0.2529    0.0000    2.8313
      S09       con_0015       total   0.1800    5.0000  169.8199    56.9640    0.0913    0.1931    0.2136    0.0819    0.2160    0.3581    2.3049
      S09       con_0015       inner      NaN       NaN       NaN    44.6950    0.0860    0.1647    0.1858    0.0773    0.1916    0.1924    1.9527
      S09       con_0015       outer      NaN       NaN       NaN    12.2690    0.1104    0.2718    0.2933    0.0992    0.3059    0.9618    2.3049
      S09       con_0016       total   0.1800    5.0000  169.8199    56.9640    0.0997    0.1757    0.2020    0.0899    0.2126    0.2370    1.6617
      S09       con_0016       inner      NaN       NaN       NaN    44.6950    0.0985    0.1601    0.1880    0.0893    0.2006    0.1544    1.6015
      S09       con_0016       outer      NaN       NaN       NaN    12.2690    0.1040    0.2236    0.2467    0.0924    0.2732    0.5379    1.6617
      S09       con_0017       total   0.1800    5.0000  169.8199    56.9640    0.0527    0.3336    0.3377    0.0580    0.3547    0.7162    3.0618
      S09       con_0017       inner      NaN       NaN       NaN    44.6950    0.0640    0.3156    0.3220    0.0719    0.3351    0.4699    2.9398
      S09       con_0017       outer      NaN       NaN       NaN    12.2690    0.0114    0.3895    0.3896    0.0071    0.4329    1.6138    3.0618
      S09       con_0018       total   0.1800    5.0000  169.8199    56.9640    0.0562    0.1381    0.1491    0.0494    0.1745    0.0088    1.1120
      S09       con_0018       inner      NaN       NaN       NaN    44.6950    0.0521    0.1283    0.1385    0.0455    0.1661    0.0045    1.0467
      S09       con_0018       outer      NaN       NaN       NaN    12.2690    0.0711    0.1684    0.1828    0.0648    0.2068    0.0245    1.1120
      S09          ResMS       total   0.1800    5.0000  169.8199    56.9640    0.5308    0.2266    0.5771    0.5074    0.3091    4.2465    2.7213
      S09          ResMS       inner      NaN       NaN       NaN    44.6950    0.4994    0.1926    0.5353    0.4805    0.2666    2.4074    2.3079
      S09          ResMS       outer      NaN       NaN       NaN    12.2690    0.6451    0.2944    0.7091    0.6189    0.4044   10.9463    2.7213
      S10       con_0001       total   0.2200    5.0000  163.7262    59.1620    0.1471    0.2144    0.2600    0.1320    0.2483    0.7775    2.3689
      S10       con_0001       inner      NaN       NaN       NaN    46.1750    0.1206    0.1786    0.2155    0.1110    0.2065    0.2859    2.1642
      S10       con_0001       outer      NaN       NaN       NaN    12.9870    0.2411    0.2907    0.3777    0.2209    0.3631    2.5256    2.3689
      S10       con_0002       total   0.2200    5.0000  163.7262    59.1620    0.1982    0.2341    0.3068    0.1770    0.2816    1.3759    2.6146
      S10       con_0002       inner      NaN       NaN       NaN    46.1750    0.1743    0.2014    0.2664    0.1563    0.2330    0.8446    2.4073
      S10       con_0002       outer      NaN       NaN       NaN    12.9870    0.2832    0.3103    0.4201    0.2613    0.3972    3.2648    2.6146
      S10       con_0003       total   0.2200    5.0000  163.7262    59.1620   -0.1340    0.1983    0.2394   -0.1232    0.1912    0.0254    2.0771
      S10       con_0003       inner      NaN       NaN       NaN    46.1750   -0.1176    0.1704    0.2070   -0.1108    0.1800    0.0022    1.6983
      S10       con_0003       outer      NaN       NaN       NaN    12.9870   -0.1923    0.2677    0.3296   -0.1767    0.2395    0.1078    2.0771
      S10       con_0004       total   0.2200    5.0000  163.7262    59.1620    0.0091    0.2317    0.2318    0.0134    0.2485    0.0761    1.6903
      S10       con_0004       inner      NaN       NaN       NaN    46.1750    0.0219    0.2126    0.2137    0.0258    0.2349    0.0108    1.5284
      S10       con_0004       outer      NaN       NaN       NaN    12.9870   -0.0364    0.2849    0.2872   -0.0338    0.3015    0.3080    1.6903
      S10       con_0005       total   0.2200    5.0000  163.7262    59.1620   -0.0235    0.2275    0.2288   -0.0165    0.2387    0.0490    1.7788
      S10       con_0005       inner      NaN       NaN       NaN    46.1750   -0.0138    0.2121    0.2125   -0.0067    0.2274    0.0195    1.6812
      S10       con_0005       outer      NaN       NaN       NaN    12.9870   -0.0581    0.2728    0.2789   -0.0531    0.2800    0.1540    1.7788
      S10       con_0006       total   0.2200    5.0000  163.7262    59.1620   -0.0202    0.2113    0.2123   -0.0284    0.2349    0.2688    2.0459
      S10       con_0006       inner      NaN       NaN       NaN    46.1750   -0.0443    0.1787    0.1841   -0.0459    0.2009    0.0238    1.4545
      S10       con_0006       outer      NaN       NaN       NaN    12.9870    0.0654    0.2839    0.2913    0.0490    0.3495    1.1396    2.0459
      S10       con_0007       total   0.2200    5.0000  163.7262    59.1620    0.1379    0.3402    0.3671    0.1197    0.4170    2.2886    3.0031
      S10       con_0007       inner      NaN       NaN       NaN    46.1750    0.0987    0.2984    0.3143    0.0864    0.3582    1.1846    2.6598
      S10       con_0007       outer      NaN       NaN       NaN    12.9870    0.2775    0.4308    0.5125    0.2545    0.5585    6.2139    3.0031
      S10       con_0008       total   0.2200    5.0000  163.7262    59.1620    0.2218    0.3514    0.4155    0.1943    0.4385    3.5006    3.9469
      S10       con_0008       inner      NaN       NaN       NaN    46.1750    0.1882    0.3159    0.3677    0.1637    0.3852    2.4559    3.9469
      S10       con_0008       outer      NaN       NaN       NaN    12.9870    0.3412    0.4353    0.5531    0.3129    0.5604    7.2149    3.9308
      S10       con_0009       total   0.2200    5.0000  163.7262    59.1620    0.1799    0.3356    0.3807    0.1568    0.4169    2.7619    3.4417
      S10       con_0009       inner      NaN       NaN       NaN    46.1750    0.1434    0.2968    0.3296    0.1248    0.3619    1.7044    3.2275
      S10       con_0009       outer      NaN       NaN       NaN    12.9870    0.3094    0.4223    0.5235    0.2835    0.5469    6.5219    3.4417
      S10       con_0010       total   0.2200    5.0000  163.7262    59.1620   -0.1138    0.3120    0.3321   -0.0972    0.3074    0.0558    3.8088
      S10       con_0010       inner      NaN       NaN       NaN    46.1750   -0.0733    0.2631    0.2731   -0.0660    0.2876    0.0498    3.0156
      S10       con_0010       outer      NaN       NaN       NaN    12.9870   -0.2577    0.4134    0.4872   -0.2305    0.3908    0.0770    3.8088
      S10       con_0011       total   0.2200    5.0000  163.7262    59.1620   -0.3067    0.3915    0.4973   -0.2784    0.3520    0.0930    4.3058
      S10       con_0011       inner      NaN       NaN       NaN    46.1750   -0.2651    0.3306    0.4237   -0.2450    0.3234    0.0411    3.7511
      S10       con_0011       outer      NaN       NaN       NaN    12.9870   -0.4545    0.5309    0.6989   -0.4194    0.4715    0.2772    4.3058
      S10       con_0012       total   0.2200    5.0000  163.7262    59.1620   -0.3067    0.3915    0.4973   -0.2784    0.3520    0.0930    4.3058
      S10       con_0012       inner      NaN       NaN       NaN    46.1750   -0.2651    0.3306    0.4237   -0.2450    0.3234    0.0411    3.7511
      S10       con_0012       outer      NaN       NaN       NaN    12.9870   -0.4545    0.5309    0.6989   -0.4194    0.4715    0.2772    4.3058
      S10       con_0013       total   0.2200    5.0000  163.7262    59.1620   -0.1468    0.3058    0.3392   -0.1278    0.2943    0.0321    3.3606
      S10       con_0013       inner      NaN       NaN       NaN    46.1750   -0.1084    0.2617    0.2833   -0.0966    0.2725    0.0173    2.8104
      S10       con_0013       outer      NaN       NaN       NaN    12.9870   -0.2835    0.3981    0.4887   -0.2570    0.3762    0.0847    3.3606
      S10       con_0014       total   0.2200    5.0000  163.7262    59.1620    0.0228    0.2154    0.2166    0.0262    0.2411    0.0608    1.5732
      S10       con_0014       inner      NaN       NaN       NaN    46.1750    0.0389    0.1908    0.1947    0.0400    0.2259    0.0325    1.3621
      S10       con_0014       outer      NaN       NaN       NaN    12.9870   -0.0342    0.2789    0.2810   -0.0311    0.3064    0.1617    1.5732
      S10       con_0015       total   0.2200    5.0000  163.7262    59.1620    0.0042    0.2139    0.2140   -0.0048    0.2541    0.3076    2.4147
      S10       con_0015       inner      NaN       NaN       NaN    46.1750   -0.0267    0.1873    0.1892   -0.0320    0.2234    0.1278    1.4405
      S10       con_0015       outer      NaN       NaN       NaN    12.9870    0.1143    0.2612    0.2851    0.1017    0.3087    0.9471    2.4147
      S10       con_0016       total   0.2200    5.0000  163.7262    59.1620   -0.3067    0.3915    0.4973   -0.2784    0.3520    0.0930    4.3058
      S10       con_0016       inner      NaN       NaN       NaN    46.1750   -0.2651    0.3306    0.4237   -0.2450    0.3234    0.0411    3.7511
      S10       con_0016       outer      NaN       NaN       NaN    12.9870   -0.4545    0.5309    0.6989   -0.4194    0.4715    0.2772    4.3058
      S10       con_0017       total   0.2200    5.0000  163.7262    59.1620   -0.0130    0.3953    0.3955   -0.0254    0.4617    1.8323    3.2009
      S10       con_0017       inner      NaN       NaN       NaN    46.1750   -0.0483    0.3493    0.3526   -0.0542    0.4089    0.8511    2.9915
      S10       con_0017       outer      NaN       NaN       NaN    12.9870    0.1126    0.5078    0.5202    0.0946    0.6381    5.3207    3.2009
      S10       con_0018       total   0.2200    5.0000  163.7262    59.1620   -0.1468    0.3058    0.3392   -0.1278    0.2943    0.0321    3.3606
      S10       con_0018       inner      NaN       NaN       NaN    46.1750   -0.1084    0.2617    0.2833   -0.0966    0.2725    0.0173    2.8104
      S10       con_0018       outer      NaN       NaN       NaN    12.9870   -0.2835    0.3981    0.4887   -0.2570    0.3762    0.0847    3.3606
      S10          ResMS       total   0.2200    5.0000  163.7262    59.1620    0.6518    0.2558    0.7002    0.6240    0.3221    7.9510    4.6576
      S10          ResMS       inner      NaN       NaN       NaN    46.1750    0.6069    0.1980    0.6384    0.5864    0.2547    4.4201    3.2542
      S10          ResMS       outer      NaN       NaN       NaN    12.9870    0.8117    0.3550    0.8859    0.7778    0.4315   20.5051    4.6576
      S11       con_0001       total   0.1900    6.0000  160.6028    58.7240    0.0141    0.1293    0.1301    0.0138    0.1344    0.0153    1.1804
      S11       con_0001       inner      NaN       NaN       NaN    45.0740    0.0165    0.1134    0.1146    0.0175    0.1258    0.0067    1.1804
      S11       con_0001       outer      NaN       NaN       NaN    13.6500    0.0060    0.1715    0.1716    0.0013    0.1727    0.0440    1.0991
      S11       con_0002       total   0.1900    6.0000  160.6028    58.7240    0.0239    0.1403    0.1423    0.0198    0.1455    0.0834    1.7518
      S11       con_0002       inner      NaN       NaN       NaN    45.0740    0.0251    0.1222    0.1248    0.0223    0.1366    0.0222    1.5153
      S11       con_0002       outer      NaN       NaN       NaN    13.6500    0.0198    0.1879    0.1890    0.0105    0.1848    0.2857    1.7518
      S11       con_0003       total   0.1900    6.0000  160.6028    58.7240   -0.0343    0.1436    0.1477   -0.0305    0.1367    0.0000    1.5777
      S11       con_0003       inner      NaN       NaN       NaN    45.0740   -0.0268    0.1222    0.1251   -0.0261    0.1220    0.0000    1.5183
      S11       con_0003       outer      NaN       NaN       NaN    13.6500   -0.0592    0.1966    0.2054   -0.0500    0.1902    0.0000    1.5777
      S11       con_0004       total   0.1900    6.0000  160.6028    58.7240   -0.0106    0.2275    0.2277   -0.0030    0.2256    0.0272    2.3479
      S11       con_0004       inner      NaN       NaN       NaN    45.0740    0.0039    0.2040    0.2040    0.0101    0.2062    0.0089    2.3479
      S11       con_0004       outer      NaN       NaN       NaN    13.6500   -0.0585    0.2867    0.2926   -0.0510    0.3005    0.0879    1.9768
      S11       con_0005       total   0.1900    6.0000  160.6028    58.7240   -0.0016    0.2256    0.2256    0.0035    0.2252    0.1090    2.4928
      S11       con_0005       inner      NaN       NaN       NaN    45.0740    0.0076    0.1986    0.1987    0.0127    0.2053    0.0067    2.4928
      S11       con_0005       outer      NaN       NaN       NaN    13.6500   -0.0319    0.2959    0.2976   -0.0290    0.3017    0.4469    2.0221
      S11       con_0006       total   0.1900    6.0000  160.6028    58.7240    0.0477    0.2195    0.2247    0.0377    0.2523    0.5551    2.0905
      S11       con_0006       inner      NaN       NaN       NaN    45.0740    0.0372    0.1990    0.2024    0.0267    0.2317    0.3838    2.0905
      S11       con_0006       outer      NaN       NaN       NaN    13.6500    0.0826    0.2738    0.2860    0.0751    0.2939    1.1209    1.8280
      S11       con_0007       total   0.1900    6.0000  160.6028    58.7240    0.0230    0.1890    0.1904    0.0202    0.2102    0.1022    2.0058
      S11       con_0007       inner      NaN       NaN       NaN    45.0740    0.0133    0.1705    0.1710    0.0125    0.1904    0.0466    2.0058
      S11       con_0007       outer      NaN       NaN       NaN    13.6500    0.0548    0.2374    0.2437    0.0501    0.2799    0.2857    1.6820
      S11       con_0008       total   0.1900    6.0000  160.6028    58.7240    0.0252    0.1746    0.1764    0.0218    0.1971    0.0885    2.1387
      S11       con_0008       inner      NaN       NaN       NaN    45.0740    0.0187    0.1564    0.1575    0.0165    0.1797    0.0311    1.5484
      S11       con_0008       outer      NaN       NaN       NaN    13.6500    0.0464    0.2231    0.2278    0.0415    0.2571    0.2784    2.1387
      S11       con_0009       total   0.1900    6.0000  160.6028    58.7240    0.0241    0.1704    0.1721    0.0211    0.1897    0.0817    1.7632
      S11       con_0009       inner      NaN       NaN       NaN    45.0740    0.0160    0.1542    0.1551    0.0146    0.1722    0.0377    1.5511
      S11       con_0009       outer      NaN       NaN       NaN    13.6500    0.0506    0.2132    0.2191    0.0455    0.2453    0.2271    1.7632
      S11       con_0010       total   0.1900    6.0000  160.6028    58.7240   -0.0741    0.2093    0.2220   -0.0646    0.2052    0.0000    2.2122
      S11       con_0010       inner      NaN       NaN       NaN    45.0740   -0.0578    0.1880    0.1967   -0.0505    0.1884    0.0000    2.0969
      S11       con_0010       outer      NaN       NaN       NaN    13.6500   -0.1280    0.2607    0.2904   -0.1160    0.2688    0.0000    2.2122
      S11       con_0011       total   0.1900    6.0000  160.6028    58.7240   -0.0533    0.2579    0.2633   -0.0483    0.2493    0.1924    2.9024
      S11       con_0011       inner      NaN       NaN       NaN    45.0740   -0.0476    0.2222    0.2273   -0.0469    0.2246    0.1287    2.8413
      S11       con_0011       outer      NaN       NaN       NaN    13.6500   -0.0721    0.3500    0.3573   -0.0576    0.3354    0.4029    2.9024
      S11       con_0012       total   0.1900    6.0000  160.6028    58.7240   -0.0533    0.2579    0.2633   -0.0483    0.2493    0.1924    2.9024
      S11       con_0012       inner      NaN       NaN       NaN    45.0740   -0.0476    0.2222    0.2273   -0.0469    0.2246    0.1287    2.8413
      S11       con_0012       outer      NaN       NaN       NaN    13.6500   -0.0721    0.3500    0.3573   -0.0576    0.3354    0.4029    2.9024
      S11       con_0013       total   0.1900    6.0000  160.6028    58.7240   -0.0536    0.2021    0.2091   -0.0469    0.2093    0.0000    2.0549
      S11       con_0013       inner      NaN       NaN       NaN    45.0740   -0.0403    0.1823    0.1867   -0.0358    0.1940    0.0000    1.9898
      S11       con_0013       outer      NaN       NaN       NaN    13.6500   -0.0974    0.2520    0.2701   -0.0881    0.2677    0.0000    2.0549
      S11       con_0014       total   0.1900    6.0000  160.6028    58.7240    0.0168    0.1390    0.1400    0.0162    0.1502    0.0068    1.2369
      S11       con_0014       inner      NaN       NaN       NaN    45.0740    0.0195    0.1237    0.1252    0.0186    0.1409    0.0000    1.2369
      S11       con_0014       outer      NaN       NaN       NaN    13.6500    0.0079    0.1803    0.1805    0.0072    0.1912    0.0293    1.2009
      S11       con_0015       total   0.1900    6.0000  160.6028    58.7240    0.0226    0.1505    0.1522    0.0201    0.1524    0.0800    1.4152
      S11       con_0015       inner      NaN       NaN       NaN    45.0740    0.0196    0.1295    0.1310    0.0162    0.1377    0.0266    1.4152
      S11       con_0015       outer      NaN       NaN       NaN    13.6500    0.0323    0.2047    0.2073    0.0326    0.1983    0.2564    1.4074
      S11       con_0016       total   0.1900    6.0000  160.6028    58.7240   -0.0533    0.2579    0.2633   -0.0483    0.2493    0.1924    2.9024
      S11       con_0016       inner      NaN       NaN       NaN    45.0740   -0.0476    0.2222    0.2273   -0.0469    0.2246    0.1287    2.8413
      S11       con_0016       outer      NaN       NaN       NaN    13.6500   -0.0721    0.3500    0.3573   -0.0576    0.3354    0.4029    2.9024
      S11       con_0017       total   0.1900    6.0000  160.6028    58.7240    0.0538    0.4284    0.4317    0.0374    0.4730    2.6429    4.5108
      S11       con_0017       inner      NaN       NaN       NaN    45.0740    0.0314    0.3831    0.3844    0.0156    0.4241    2.0167    4.5108
      S11       con_0017       outer      NaN       NaN       NaN    13.6500    0.1277    0.5455    0.5602    0.1140    0.5836    4.7106    3.6875
      S11       con_0018       total   0.1900    6.0000  160.6028    58.7240   -0.0536    0.2021    0.2091   -0.0469    0.2093    0.0000    2.0549
      S11       con_0018       inner      NaN       NaN       NaN    45.0740   -0.0403    0.1823    0.1867   -0.0358    0.1940    0.0000    1.9898
      S11       con_0018       outer      NaN       NaN       NaN    13.6500   -0.0974    0.2520    0.2701   -0.0881    0.2677    0.0000    2.0549
      S11          ResMS       total   0.1900    6.0000  160.6028    58.7240    0.5291    0.2655    0.5920    0.4982    0.2870    3.8400    7.0958
      S11          ResMS       inner      NaN       NaN       NaN    45.0740    0.4812    0.1852    0.5156    0.4620    0.2229    1.4709    7.0099
      S11          ResMS       outer      NaN       NaN       NaN    13.6500    0.6874    0.3968    0.7937    0.6401    0.4029   11.6630    7.0958
      S12       con_0001       total   0.3900    9.0000  163.2081    52.8580   -0.1980    0.2664    0.3319   -0.1835    0.2363    0.1059    2.8472
      S12       con_0001       inner      NaN       NaN       NaN    40.7070   -0.1826    0.2209    0.2866   -0.1698    0.2101    0.0123    2.2744
      S12       con_0001       outer      NaN       NaN       NaN    12.1510   -0.2495    0.3766    0.4517   -0.2355    0.3507    0.4197    2.8472
      S12       con_0002       total   0.3900    9.0000  163.2081    52.8580   -0.1829    0.2778    0.3327   -0.1722    0.2725    0.1268    2.6218
      S12       con_0002       inner      NaN       NaN       NaN    40.7070   -0.1662    0.2374    0.2897   -0.1577    0.2478    0.0393    2.1186
      S12       con_0002       outer      NaN       NaN       NaN    12.1510   -0.2391    0.3781    0.4474   -0.2284    0.3750    0.4197    2.6218
      S12       con_0003       total   0.3900    9.0000  163.2081    52.8580    0.1203    0.2158    0.2471    0.1131    0.2602    0.3443    2.0819
      S12       con_0003       inner      NaN       NaN       NaN    40.7070    0.1157    0.1843    0.2176    0.1094    0.2316    0.1155    1.6413
